Date,Day,Building_Name,Building_Type,Time_Slot,Occupancy_Count,Electricity_Consumed_kWh,Peak_Demand_kW,Temperature_C,Renewable_Energy_kWh,Grid_Energy_kWh,Cost_Per_kWh,Total_Cost_INR,Carbon_Emission_kg,Holiday_Flag
2025-06-30,Monday,EEE Block,Academic,Night,219,84,21,29,0,84,8,672,58.8,No
2025-06-30,Monday,Mechanical Lab,Laboratory,Morning,170,468,117,29,63,405,8,3744,283.5,No
2025-06-30,Monday,Mechanical Lab,Laboratory,Afternoon,86,587,146.8,29,128,459,8,4696,321.3,No
2025-06-30,Monday,Mechanical Lab,Laboratory,Evening,165,420,105,29,87,333,8,3360,233.1,No
2025-06-30,Monday,Mechanical Lab,Laboratory,Night,141,183,45.8,29,0,183,8,1464,128.1,No
2025-06-30,Monday,Civil Block,Academic,Morning,205,178,44.5,29,14,164,8,1424,114.8,No
2025-06-30,Monday,Civil Block,Academic,Afternoon,294,250,62.5,29,24,226,8,2000,158.2,No
2025-06-30,Monday,Civil Block,Academic,Evening,276,163,40.8,29,16,147,8,1304,102.9,No
2025-06-30,Monday,Civil Block,Academic,Night,196,79,19.8,29,0,79,8,632,55.3,No
2025-06-30,Monday,Library,Library,Morning,296,183,45.8,29,30,153,8,1464,107.1,No
2025-06-30,Monday,Library,Library,Afternoon,105,256,64,29,28,228,8,2048,159.6,No
2025-06-30,Monday,Library,Library,Evening,155,184,46,29,28,156,8,1472,109.2,No
2025-06-30,Monday,Library,Library,Night,135,58,14.5,29,0,58,8,464,40.6,No
2025-06-30,Monday,Administration,Administration,Morning,59,157,39.2,29,21,136,8,1256,95.2,No
2025-06-30,Monday,Administration,Administration,Afternoon,112,176,44,29,15,161,8,1408,112.7,No
2025-06-30,Monday,Administration,Administration,Evening,37,146,36.5,29,25,121,8,1168,84.7,No
2025-06-30,Monday,Administration,Administration,Night,100,58,14.5,29,0,58,8,464,40.6,No
2025-06-30,Monday,Hostel A,Hostel,Morning,524,349,87.2,29,39,310,8,2792,217,No
2025-06-30,Monday,Hostel A,Hostel,Afternoon,395,403,100.8,29,78,325,8,3224,227.5,No
2025-06-30,Monday,Hostel A,Hostel,Evening,375,304,76,29,53,251,8,2432,175.7,No
2025-06-30,Monday,Hostel A,Hostel,Night,455,156,39,29,0,156,8,1248,109.2,No
2025-06-30,Monday,Hostel B,Hostel,Morning,273,307,76.8,29,33,274,8,2456,191.8,No
2025-06-30,Monday,Hostel B,Hostel,Afternoon,331,386,96.5,29,60,326,8,3088,228.2,No
2025-06-30,Monday,Hostel B,Hostel,Evening,303,259,64.8,29,31,228,8,2072,159.6,No
2025-06-30,Monday,Hostel B,Hostel,Night,326,146,36.5,29,0,146,8,1168,102.2,No
2025-06-30,Monday,Cafeteria,Cafeteria,Morning,80,152,38,29,13,139,8,1216,97.3,No
2025-06-30,Monday,Cafeteria,Cafeteria,Afternoon,89,231,57.8,29,28,203,8,1848,142.1,No
2025-06-30,Monday,Cafeteria,Cafeteria,Evening,208,151,37.8,29,14,137,8,1208,95.9,No
2025-06-30,Monday,Cafeteria,Cafeteria,Night,202,48,12,29,0,48,8,384,33.6,No
2025-07-01,Tuesday,CSE Block,Academic,Morning,241,228,57,30,19,209,8,1824,146.3,No
2025-07-01,Tuesday,CSE Block,Academic,Afternoon,361,271,67.8,30,53,218,8,2168,152.6,No
2025-07-01,Tuesday,CSE Block,Academic,Evening,412,181,45.2,30,37,144,8,1448,100.8,No
2025-07-01,Tuesday,CSE Block,Academic,Night,174,98,24.5,30,0,98,8,784,68.6,No
2025-07-01,Tuesday,ECE Block,Academic,Morning,272,206,51.5,30,19,187,8,1648,130.9,No
2025-07-01,Tuesday,ECE Block,Academic,Afternoon,280,282,70.5,30,32,250,8,2256,175,No
2025-07-01,Tuesday,ECE Block,Academic,Evening,190,210,52.5,30,42,168,8,1680,117.6,No
2025-07-01,Tuesday,ECE Block,Academic,Night,183,71,17.8,30,0,71,8,568,49.7,No
2025-07-01,Tuesday,EEE Block,Academic,Morning,445,218,54.5,30,42,176,8,1744,123.2,No
2025-07-01,Tuesday,EEE Block,Academic,Afternoon,306,273,68.2,30,26,247,8,2184,172.9,No
2025-07-01,Tuesday,EEE Block,Academic,Evening,428,182,45.5,30,18,164,8,1456,114.8,No
2025-07-01,Tuesday,EEE Block,Academic,Night,279,75,18.8,30,0,75,8,600,52.5,No
2025-07-01,Tuesday,Mechanical Lab,Laboratory,Morning,160,438,109.5,30,96,342,8,3504,239.4,No
2025-07-01,Tuesday,Mechanical Lab,Laboratory,Afternoon,107,566,141.5,30,106,460,8,4528,322,No
2025-07-01,Tuesday,Mechanical Lab,Laboratory,Evening,99,398,99.5,30,48,350,8,3184,245,No
2025-07-01,Tuesday,Mechanical Lab,Laboratory,Night,126,188,47,30,0,188,8,1504,131.6,No
2025-07-01,Tuesday,Civil Block,Academic,Morning,360,202,50.5,30,21,181,8,1616,126.7,No
2025-07-01,Tuesday,Civil Block,Academic,Afternoon,355,265,66.2,30,54,211,8,2120,147.7,No
2025-07-01,Tuesday,Civil Block,Academic,Evening,306,177,44.2,30,25,152,8,1416,106.4,No
2025-07-01,Tuesday,Civil Block,Academic,Night,320,74,18.5,30,0,74,8,592,51.8,No
2025-07-01,Tuesday,Library,Library,Morning,299,190,47.5,30,27,163,8,1520,114.1,No
2025-07-01,Tuesday,Library,Library,Afternoon,246,222,55.5,30,34,188,8,1776,131.6,No
2025-07-01,Tuesday,Library,Library,Evening,289,150,37.5,30,32,118,8,1200,82.6,No
2025-07-01,Tuesday,Library,Library,Night,98,96,24,30,0,96,8,768,67.2,No
2025-07-01,Tuesday,Administration,Administration,Morning,74,160,40,30,32,128,8,1280,89.6,No
2025-07-01,Tuesday,Administration,Administration,Afternoon,91,209,52.2,30,31,178,8,1672,124.6,No
2025-07-01,Tuesday,Administration,Administration,Evening,104,142,35.5,30,29,113,8,1136,79.1,No
2025-07-01,Tuesday,Administration,Administration,Night,77,36,9,30,0,36,8,288,25.2,No
2025-07-01,Tuesday,Hostel A,Hostel,Morning,515,328,82,30,40,288,8,2624,201.6,No
2025-07-01,Tuesday,Hostel A,Hostel,Afternoon,528,437,109.2,30,80,357,8,3496,249.9,No
2025-07-01,Tuesday,Hostel A,Hostel,Evening,438,318,79.5,30,61,257,8,2544,179.9,No
2025-07-01,Tuesday,Hostel A,Hostel,Night,420,148,37,30,0,148,8,1184,103.6,No
2025-07-01,Tuesday,Hostel B,Hostel,Morning,530,327,81.8,30,46,281,8,2616,196.7,No
2025-07-01,Tuesday,Hostel B,Hostel,Afternoon,506,432,108,30,53,379,8,3456,265.3,No
2025-07-01,Tuesday,Hostel B,Hostel,Evening,377,261,65.2,30,25,236,8,2088,165.2,No
2025-07-01,Tuesday,Hostel B,Hostel,Night,306,116,29,30,0,116,8,928,81.2,No
2025-07-01,Tuesday,Cafeteria,Cafeteria,Morning,261,198,49.5,30,16,182,8,1584,127.4,No
2025-07-01,Tuesday,Cafeteria,Cafeteria,Afternoon,172,206,51.5,30,21,185,8,1648,129.5,No
2025-07-01,Tuesday,Cafeteria,Cafeteria,Evening,340,143,35.8,30,18,125,8,1144,87.5,No
2025-07-01,Tuesday,Cafeteria,Cafeteria,Night,224,49,12.2,30,0,49,8,392,34.3,No
2025-07-02,Wednesday,CSE Block,Academic,Morning,356,225,56.2,24,35,190,8,1800,133,No
2025-07-02,Wednesday,CSE Block,Academic,Afternoon,223,315,78.8,24,61,254,8,2520,177.8,No
2025-07-02,Wednesday,CSE Block,Academic,Evening,396,182,45.5,24,31,151,8,1456,105.7,No
2025-07-02,Wednesday,CSE Block,Academic,Night,349,76,19,24,0,76,8,608,53.2,No
2025-07-02,Wednesday,ECE Block,Academic,Morning,201,237,59.2,24,40,197,8,1896,137.9,No
2025-07-02,Wednesday,ECE Block,Academic,Afternoon,163,298,74.5,24,53,245,8,2384,171.5,No
2025-07-02,Wednesday,ECE Block,Academic,Evening,298,182,45.5,24,34,148,8,1456,103.6,No
2025-07-02,Wednesday,ECE Block,Academic,Night,225,78,19.5,24,0,78,8,624,54.6,No
2025-07-02,Wednesday,EEE Block,Academic,Morning,199,203,50.8,24,33,170,8,1624,119,No
2025-07-02,Wednesday,EEE Block,Academic,Afternoon,274,282,70.5,24,47,235,8,2256,164.5,No
2025-07-02,Wednesday,EEE Block,Academic,Evening,435,186,46.5,24,32,154,8,1488,107.8,No
2025-07-02,Wednesday,EEE Block,Academic,Night,336,110,27.5,24,0,110,8,880,77,No
2025-07-02,Wednesday,Mechanical Lab,Laboratory,Morning,168,448,112,24,81,367,8,3584,256.9,No
2025-07-02,Wednesday,Mechanical Lab,Laboratory,Afternoon,115,577,144.2,24,72,505,8,4616,353.5,No
2025-07-02,Wednesday,Mechanical Lab,Laboratory,Evening,109,417,104.2,24,76,341,8,3336,238.7,No
2025-07-02,Wednesday,Mechanical Lab,Laboratory,Night,102,179,44.8,24,0,179,8,1432,125.3,No
2025-07-02,Wednesday,Civil Block,Academic,Morning,254,206,51.5,24,36,170,8,1648,119,No
2025-07-02,Wednesday,Civil Block,Academic,Afternoon,236,245,61.2,24,46,199,8,1960,139.3,No
2025-07-02,Wednesday,Civil Block,Academic,Evening,204,165,41.2,24,15,150,8,1320,105,No
2025-07-02,Wednesday,Civil Block,Academic,Night,385,91,22.8,24,0,91,8,728,63.7,No
2025-07-02,Wednesday,Library,Library,Morning,80,165,41.2,24,33,132,8,1320,92.4,No
2025-07-02,Wednesday,Library,Library,Afternoon,253,232,58,24,19,213,8,1856,149.1,No
2025-07-02,Wednesday,Library,Library,Evening,133,179,44.8,24,14,165,8,1432,115.5,No
2025-07-02,Wednesday,Library,Library,Night,121,93,23.2,24,0,93,8,744,65.1,No
2025-07-02,Wednesday,Administration,Administration,Morning,25,162,40.5,24,21,141,8,1296,98.7,No
2025-07-02,Wednesday,Administration,Administration,Afternoon,98,194,48.5,24,28,166,8,1552,116.2,No
2025-07-02,Wednesday,Administration,Administration,Evening,44,140,35,24,12,128,8,1120,89.6,No
2025-07-02,Wednesday,Administration,Administration,Night,81,81,20.2,24,0,81,8,648,56.7,No
2025-07-02,Wednesday,Hostel A,Hostel,Morning,263,315,78.8,24,56,259,8,2520,181.3,No
2025-07-02,Wednesday,Hostel A,Hostel,Afternoon,368,417,104.2,24,58,359,8,3336,251.3,No
2025-07-02,Wednesday,Hostel A,Hostel,Evening,527,314,78.5,24,60,254,8,2512,177.8,No
2025-07-02,Wednesday,Hostel A,Hostel,Night,531,122,30.5,24,0,122,8,976,85.4,No
2025-07-02,Wednesday,Hostel B,Hostel,Morning,532,321,80.2,24,61,260,8,2568,182,No
2025-07-02,Wednesday,Hostel B,Hostel,Afternoon,251,399,99.8,24,62,337,8,3192,235.9,No
2025-07-02,Wednesday,Hostel B,Hostel,Evening,488,290,72.5,24,42,248,8,2320,173.6,No
2025-07-02,Wednesday,Hostel B,Hostel,Night,372,108,27,24,0,108,8,864,75.6,No
2025-07-02,Wednesday,Cafeteria,Cafeteria,Morning,86,164,41,24,18,146,8,1312,102.2,No
2025-07-02,Wednesday,Cafeteria,Cafeteria,Afternoon,246,201,50.2,24,39,162,8,1608,113.4,No
2025-07-02,Wednesday,Cafeteria,Cafeteria,Evening,322,161,40.2,24,28,133,8,1288,93.1,No
2025-07-02,Wednesday,Cafeteria,Cafeteria,Night,176,72,18,24,0,72,8,576,50.4,No
2025-07-03,Thursday,CSE Block,Academic,Morning,323,247,61.8,31,21,226,8,1976,158.2,No
2025-07-03,Thursday,CSE Block,Academic,Afternoon,210,305,76.2,31,62,243,8,2440,170.1,No
2025-07-03,Thursday,CSE Block,Academic,Evening,386,197,49.2,31,20,177,8,1576,123.9,No
2025-07-03,Thursday,CSE Block,Academic,Night,180,94,23.5,31,0,94,8,752,65.8,No
2025-07-03,Thursday,ECE Block,Academic,Morning,374,224,56,31,30,194,8,1792,135.8,No
2025-07-03,Thursday,ECE Block,Academic,Afternoon,286,288,72,31,59,229,8,2304,160.3,No
2025-07-03,Thursday,ECE Block,Academic,Evening,449,199,49.8,31,31,168,8,1592,117.6,No
2025-07-03,Thursday,ECE Block,Academic,Night,442,95,23.8,31,0,95,8,760,66.5,No
2025-07-03,Thursday,EEE Block,Academic,Morning,343,221,55.2,31,30,191,8,1768,133.7,No
2025-07-03,Thursday,EEE Block,Academic,Afternoon,255,282,70.5,31,52,230,8,2256,161,No
2025-07-03,Thursday,EEE Block,Academic,Evening,319,189,47.2,31,26,163,8,1512,114.1,No
2025-07-03,Thursday,EEE Block,Academic,Night,332,83,20.8,31,0,83,8,664,58.1,No
2025-07-03,Thursday,Mechanical Lab,Laboratory,Morning,89,441,110.2,31,75,366,8,3528,256.2,No
2025-07-03,Thursday,Mechanical Lab,Laboratory,Afternoon,180,594,148.5,31,62,532,8,4752,372.4,No
2025-07-03,Thursday,Mechanical Lab,Laboratory,Evening,100,406,101.5,31,47,359,8,3248,251.3,No
2025-07-03,Thursday,Mechanical Lab,Laboratory,Night,131,163,40.8,31,0,163,8,1304,114.1,No
2025-07-03,Thursday,Civil Block,Academic,Morning,155,183,45.8,31,18,165,8,1464,115.5,No
2025-07-03,Thursday,Civil Block,Academic,Afternoon,153,273,68.2,31,50,223,8,2184,156.1,No
2025-07-03,Thursday,Civil Block,Academic,Evening,261,176,44,31,19,157,8,1408,109.9,No
2025-07-03,Thursday,Civil Block,Academic,Night,183,92,23,31,0,92,8,736,64.4,No
2025-07-03,Thursday,Library,Library,Morning,124,174,43.5,31,36,138,8,1392,96.6,No
2025-07-03,Thursday,Library,Library,Afternoon,192,263,65.8,31,24,239,8,2104,167.3,No
2025-07-03,Thursday,Library,Library,Evening,264,157,39.2,31,31,126,8,1256,88.2,No
2025-07-03,Thursday,Library,Library,Night,168,94,23.5,31,0,94,8,752,65.8,No
2025-07-03,Thursday,Administration,Administration,Morning,27,166,41.5,31,15,151,8,1328,105.7,No
2025-07-03,Thursday,Administration,Administration,Afternoon,20,163,40.8,31,16,147,8,1304,102.9,No
2025-07-03,Thursday,Administration,Administration,Evening,109,129,32.2,31,19,110,8,1032,77,No
2025-07-03,Thursday,Administration,Administration,Night,81,40,10,31,0,40,8,320,28,No
2025-07-03,Thursday,Hostel A,Hostel,Morning,316,330,82.5,31,69,261,8,2640,182.7,No
2025-07-03,Thursday,Hostel A,Hostel,Afternoon,363,416,104,31,44,372,8,3328,260.4,No
2025-07-03,Thursday,Hostel A,Hostel,Evening,306,300,75,31,28,272,8,2400,190.4,No
2025-07-03,Thursday,Hostel A,Hostel,Night,338,152,38,31,0,152,8,1216,106.4,No
2025-07-03,Thursday,Hostel B,Hostel,Morning,528,319,79.8,31,69,250,8,2552,175,No
2025-07-03,Thursday,Hostel B,Hostel,Afternoon,544,399,99.8,31,70,329,8,3192,230.3,No
2025-07-03,Thursday,Hostel B,Hostel,Evening,537,271,67.8,31,59,212,8,2168,148.4,No
2025-07-03,Thursday,Hostel B,Hostel,Night,424,135,33.8,31,0,135,8,1080,94.5,No
2025-07-03,Thursday,Cafeteria,Cafeteria,Morning,295,150,37.5,31,24,126,8,1200,88.2,No
2025-07-03,Thursday,Cafeteria,Cafeteria,Afternoon,160,240,60,31,29,211,8,1920,147.7,No
2025-07-03,Thursday,Cafeteria,Cafeteria,Evening,199,174,43.5,31,35,139,8,1392,97.3,No
2025-07-03,Thursday,Cafeteria,Cafeteria,Night,292,85,21.2,31,0,85,8,680,59.5,No
2025-07-04,Friday,CSE Block,Academic,Morning,157,216,54,25,24,192,8,1728,134.4,No
2025-07-04,Friday,CSE Block,Academic,Afternoon,157,315,78.8,25,65,250,8,2520,175,No
2025-07-04,Friday,CSE Block,Academic,Evening,332,182,45.5,25,29,153,8,1456,107.1,No
2025-07-04,Friday,CSE Block,Academic,Night,385,94,23.5,25,0,94,8,752,65.8,No
2025-07-04,Friday,ECE Block,Academic,Morning,155,240,60,25,51,189,8,1920,132.3,No
2025-07-04,Friday,ECE Block,Academic,Afternoon,296,293,73.2,25,62,231,8,2344,161.7,No
2025-07-04,Friday,ECE Block,Academic,Evening,227,174,43.5,25,27,147,8,1392,102.9,No
2025-07-04,Friday,ECE Block,Academic,Night,324,69,17.2,25,0,69,8,552,48.3,No
2025-07-04,Friday,EEE Block,Academic,Morning,315,228,57,25,20,208,8,1824,145.6,No
2025-07-04,Friday,EEE Block,Academic,Afternoon,194,283,70.8,25,58,225,8,2264,157.5,No
2025-07-04,Friday,EEE Block,Academic,Evening,206,190,47.5,25,26,164,8,1520,114.8,No
2025-07-04,Friday,EEE Block,Academic,Night,353,90,22.5,25,0,90,8,720,63,No
2025-07-04,Friday,Mechanical Lab,Laboratory,Morning,147,474,118.5,25,103,371,8,3792,259.7,No
2025-07-04,Friday,Mechanical Lab,Laboratory,Afternoon,143,565,141.2,25,70,495,8,4520,346.5,No
2025-07-04,Friday,Mechanical Lab,Laboratory,Evening,91,432,108,25,42,390,8,3456,273,No
2025-07-04,Friday,Mechanical Lab,Laboratory,Night,158,206,51.5,25,0,206,8,1648,144.2,No
2025-07-04,Friday,Civil Block,Academic,Morning,311,204,51,25,27,177,8,1632,123.9,No
2025-07-04,Friday,Civil Block,Academic,Afternoon,403,262,65.5,25,48,214,8,2096,149.8,No
2025-07-04,Friday,Civil Block,Academic,Evening,293,198,49.5,25,29,169,8,1584,118.3,No
2025-07-04,Friday,Civil Block,Academic,Night,278,94,23.5,25,0,94,8,752,65.8,No
2025-07-04,Friday,Library,Library,Morning,265,204,51,25,28,176,8,1632,123.2,No
2025-07-04,Friday,Library,Library,Afternoon,174,252,63,25,32,220,8,2016,154,No
2025-07-04,Friday,Library,Library,Evening,128,183,45.8,25,16,167,8,1464,116.9,No
2025-07-04,Friday,Library,Library,Night,195,65,16.2,25,0,65,8,520,45.5,No
2025-07-04,Friday,Administration,Administration,Morning,112,167,41.8,25,33,134,8,1336,93.8,No
2025-07-04,Friday,Administration,Administration,Afternoon,63,189,47.2,25,16,173,8,1512,121.1,No
2025-07-04,Friday,Administration,Administration,Evening,40,139,34.8,25,21,118,8,1112,82.6,No
2025-07-04,Friday,Administration,Administration,Night,108,74,18.5,25,0,74,8,592,51.8,No
2025-07-04,Friday,Hostel A,Hostel,Morning,395,350,87.5,25,32,318,8,2800,222.6,No
2025-07-04,Friday,Hostel A,Hostel,Afternoon,331,398,99.5,25,47,351,8,3184,245.7,No
2025-07-04,Friday,Hostel A,Hostel,Evening,539,309,77.2,25,39,270,8,2472,189,No
2025-07-04,Friday,Hostel A,Hostel,Night,447,117,29.2,25,0,117,8,936,81.9,No
2025-07-04,Friday,Hostel B,Hostel,Morning,469,338,84.5,25,47,291,8,2704,203.7,No
2025-07-04,Friday,Hostel B,Hostel,Afternoon,459,407,101.8,25,71,336,8,3256,235.2,No
2025-07-04,Friday,Hostel B,Hostel,Evening,287,286,71.5,25,59,227,8,2288,158.9,No
2025-07-04,Friday,Hostel B,Hostel,Night,321,106,26.5,25,0,106,8,848,74.2,No
2025-07-04,Friday,Cafeteria,Cafeteria,Morning,59,153,38.2,25,29,124,8,1224,86.8,No
2025-07-04,Friday,Cafeteria,Cafeteria,Afternoon,327,219,54.8,25,42,177,8,1752,123.9,No
2025-07-04,Friday,Cafeteria,Cafeteria,Evening,123,177,44.2,25,16,161,8,1416,112.7,No
2025-07-04,Friday,Cafeteria,Cafeteria,Night,226,89,22.2,25,0,89,8,712,62.3,No
2025-07-05,Saturday,CSE Block,Academic,Morning,170,221,55.2,29,19,202,8,1768,141.4,Yes
2025-07-05,Saturday,CSE Block,Academic,Afternoon,119,312,78,29,32,280,8,2496,196,Yes
2025-07-05,Saturday,CSE Block,Academic,Evening,162,212,53,29,39,173,8,1696,121.1,Yes
2025-07-05,Saturday,CSE Block,Academic,Night,80,100,25,29,0,100,8,800,70,Yes
2025-07-05,Saturday,ECE Block,Academic,Morning,170,234,58.5,29,22,212,8,1872,148.4,Yes
2025-07-05,Saturday,ECE Block,Academic,Afternoon,180,295,73.8,29,29,266,8,2360,186.2,Yes
2025-07-05,Saturday,ECE Block,Academic,Evening,118,211,52.8,29,20,191,8,1688,133.7,Yes
2025-07-05,Saturday,ECE Block,Academic,Night,198,89,22.2,29,0,89,8,712,62.3,Yes
2025-07-05,Saturday,EEE Block,Academic,Morning,197,219,54.8,29,21,198,8,1752,138.6,Yes
2025-07-05,Saturday,EEE Block,Academic,Afternoon,97,278,69.5,29,33,245,8,2224,171.5,Yes
2025-07-05,Saturday,EEE Block,Academic,Evening,118,191,47.8,29,27,164,8,1528,114.8,Yes
2025-07-05,Saturday,EEE Block,Academic,Night,190,73,18.2,29,0,73,8,584,51.1,Yes
2025-07-05,Saturday,Mechanical Lab,Laboratory,Morning,67,462,115.5,29,40,422,8,3696,295.4,Yes
2025-07-05,Saturday,Mechanical Lab,Laboratory,Afternoon,54,570,142.5,29,57,513,8,4560,359.1,Yes
2025-07-05,Saturday,Mechanical Lab,Laboratory,Evening,62,426,106.5,29,59,367,8,3408,256.9,Yes
2025-07-05,Saturday,Mechanical Lab,Laboratory,Night,31,193,48.2,29,0,193,8,1544,135.1,Yes
2025-07-05,Saturday,Civil Block,Academic,Morning,195,211,52.8,29,32,179,8,1688,125.3,Yes
2025-07-05,Saturday,Civil Block,Academic,Afternoon,137,266,66.5,29,23,243,8,2128,170.1,Yes
2025-07-05,Saturday,Civil Block,Academic,Evening,83,163,40.8,29,29,134,8,1304,93.8,Yes
2025-07-05,Saturday,Civil Block,Academic,Night,166,93,23.2,29,0,93,8,744,65.1,Yes
2025-07-05,Saturday,Library,Library,Morning,90,177,44.2,29,28,149,8,1416,104.3,Yes
2025-07-05,Saturday,Library,Library,Afternoon,55,254,63.5,29,49,205,8,2032,143.5,Yes
2025-07-05,Saturday,Library,Library,Evening,83,186,46.5,29,30,156,8,1488,109.2,Yes
2025-07-05,Saturday,Library,Library,Night,125,81,20.2,29,0,81,8,648,56.7,Yes
2025-07-05,Saturday,Administration,Administration,Morning,42,124,31,29,13,111,8,992,77.7,Yes
2025-07-05,Saturday,Administration,Administration,Afternoon,30,172,43,29,33,139,8,1376,97.3,Yes
2025-07-05,Saturday,Administration,Administration,Evening,32,156,39,29,29,127,8,1248,88.9,Yes
2025-07-05,Saturday,Administration,Administration,Night,9,70,17.5,29,0,70,8,560,49,Yes
2025-07-05,Saturday,Hostel A,Hostel,Morning,283,340,85,29,36,304,8,2720,212.8,Yes
2025-07-05,Saturday,Hostel A,Hostel,Afternoon,445,435,108.8,29,44,391,8,3480,273.7,Yes
2025-07-05,Saturday,Hostel A,Hostel,Evening,356,297,74.2,29,48,249,8,2376,174.3,Yes
2025-07-05,Saturday,Hostel A,Hostel,Night,465,139,34.8,29,0,139,8,1112,97.3,Yes
2025-07-05,Saturday,Hostel B,Hostel,Morning,269,326,81.5,29,38,288,8,2608,201.6,Yes
2025-07-05,Saturday,Hostel B,Hostel,Afternoon,308,428,107,29,89,339,8,3424,237.3,Yes
2025-07-05,Saturday,Hostel B,Hostel,Evening,475,294,73.5,29,63,231,8,2352,161.7,Yes
2025-07-05,Saturday,Hostel B,Hostel,Night,340,131,32.8,29,0,131,8,1048,91.7,Yes
2025-07-05,Saturday,Cafeteria,Cafeteria,Morning,78,182,45.5,29,15,167,8,1456,116.9,Yes
2025-07-05,Saturday,Cafeteria,Cafeteria,Afternoon,136,246,61.5,29,49,197,8,1968,137.9,Yes
2025-07-05,Saturday,Cafeteria,Cafeteria,Evening,30,172,43,29,18,154,8,1376,107.8,Yes
2025-07-05,Saturday,Cafeteria,Cafeteria,Night,137,58,14.5,29,0,58,8,464,40.6,Yes
2025-07-06,Sunday,CSE Block,Academic,Morning,102,216,54,38,29,187,8,1728,130.9,Yes
2025-07-06,Sunday,CSE Block,Academic,Afternoon,104,286,71.5,38,28,258,8,2288,180.6,Yes
2025-07-06,Sunday,CSE Block,Academic,Evening,146,186,46.5,38,40,146,8,1488,102.2,Yes
2025-07-06,Sunday,CSE Block,Academic,Night,94,94,23.5,38,0,94,8,752,65.8,Yes
2025-07-06,Sunday,ECE Block,Academic,Morning,188,221,55.2,38,26,195,8,1768,136.5,Yes
2025-07-06,Sunday,ECE Block,Academic,Afternoon,110,264,66,38,24,240,8,2112,168,Yes
2025-07-06,Sunday,ECE Block,Academic,Evening,155,179,44.8,38,35,144,8,1432,100.8,Yes
2025-07-06,Sunday,ECE Block,Academic,Night,116,91,22.8,38,0,91,8,728,63.7,Yes
2025-07-06,Sunday,EEE Block,Academic,Morning,116,231,57.8,38,22,209,8,1848,146.3,Yes
2025-07-06,Sunday,EEE Block,Academic,Afternoon,175,249,62.2,38,40,209,8,1992,146.3,Yes
2025-07-06,Sunday,EEE Block,Academic,Evening,171,177,44.2,38,31,146,8,1416,102.2,Yes
2025-07-06,Sunday,EEE Block,Academic,Night,147,70,17.5,38,0,70,8,560,49,Yes
2025-07-06,Sunday,Mechanical Lab,Laboratory,Morning,43,463,115.8,38,100,363,8,3704,254.1,Yes
2025-07-06,Sunday,Mechanical Lab,Laboratory,Afternoon,64,601,150.2,38,98,503,8,4808,352.1,Yes
2025-07-06,Sunday,Mechanical Lab,Laboratory,Evening,50,390,97.5,38,54,336,8,3120,235.2,Yes
2025-07-06,Sunday,Mechanical Lab,Laboratory,Night,69,181,45.2,38,0,181,8,1448,126.7,Yes
2025-07-06,Sunday,Civil Block,Academic,Morning,192,196,49,38,30,166,8,1568,116.2,Yes
2025-07-06,Sunday,Civil Block,Academic,Afternoon,183,229,57.2,38,50,179,8,1832,125.3,Yes
2025-07-06,Sunday,Civil Block,Academic,Evening,70,192,48,38,41,151,8,1536,105.7,Yes
2025-07-06,Sunday,Civil Block,Academic,Night,161,76,19,38,0,76,8,608,53.2,Yes
2025-07-06,Sunday,Library,Library,Morning,72,196,49,38,35,161,8,1568,112.7,Yes
2025-07-06,Sunday,Library,Library,Afternoon,42,248,62,38,27,221,8,1984,154.7,Yes
2025-07-06,Sunday,Library,Library,Evening,40,190,47.5,38,39,151,8,1520,105.7,Yes
2025-07-06,Sunday,Library,Library,Night,41,86,21.5,38,0,86,8,688,60.2,Yes
2025-07-06,Sunday,Administration,Administration,Morning,48,127,31.8,38,10,117,8,1016,81.9,Yes
2025-07-06,Sunday,Administration,Administration,Afternoon,18,211,52.8,38,22,189,8,1688,132.3,Yes
2025-07-06,Sunday,Administration,Administration,Evening,34,108,27,38,15,93,8,864,65.1,Yes
2025-07-06,Sunday,Administration,Administration,Night,53,59,14.8,38,0,59,8,472,41.3,Yes
2025-07-06,Sunday,Hostel A,Hostel,Morning,342,326,81.5,38,55,271,8,2608,189.7,Yes
2025-07-06,Sunday,Hostel A,Hostel,Afternoon,383,434,108.5,38,67,367,8,3472,256.9,Yes
2025-07-06,Sunday,Hostel A,Hostel,Evening,437,306,76.5,38,32,274,8,2448,191.8,Yes
2025-07-06,Sunday,Hostel A,Hostel,Night,339,150,37.5,38,0,150,8,1200,105,Yes
2025-07-06,Sunday,Hostel B,Hostel,Morning,326,310,77.5,38,61,249,8,2480,174.3,Yes
2025-07-06,Sunday,Hostel B,Hostel,Afternoon,490,408,102,38,43,365,8,3264,255.5,Yes
2025-07-06,Sunday,Hostel B,Hostel,Evening,396,278,69.5,38,43,235,8,2224,164.5,Yes
2025-07-06,Sunday,Hostel B,Hostel,Night,328,127,31.8,38,0,127,8,1016,88.9,Yes
2025-07-06,Sunday,Cafeteria,Cafeteria,Morning,98,183,45.8,38,28,155,8,1464,108.5,Yes
2025-07-06,Sunday,Cafeteria,Cafeteria,Afternoon,22,223,55.8,38,24,199,8,1784,139.3,Yes
2025-07-06,Sunday,Cafeteria,Cafeteria,Evening,52,147,36.8,38,17,130,8,1176,91,Yes
